log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
5067000,16,17,19,3256.6318,11151.5195,6187.60,144.27,38.33,-127.00,-13.31,nan,nan,nan,1083,104,1.11,-0.84,10.34,-0.07,0.72,-0.30,34.36,13.21,-5.07,
5070000,16,17,21,3256.6145,11151.5058,6167.20,144.79,37.56,-127.00,-13.19,nan,nan,nan,1153,114,1.19,-1.19,13.62,-0.19,0.65,-0.29,37.59,-4.47,2.02,
5073000,16,17,23,3256.5974,11151.4912,6144.10,147.37,38.13,-127.00,-13.06,nan,nan,nan,1122,109,1.57,-1.27,14.29,-0.09,0.61,-0.34,3.93,-27.76,0.73,
5076000,16,17,25,3256.5800,11151.4765,6123.70,144.70,39.61,-127.00,-12.88,nan,nan,nan,1134,111,0.81,-0.73,6.87,-0.03,0.59,-0.37,-9.84,4.69,-4.59,
5079000,16,17,27,3256.5625,11151.4628,6105.30,143.49,38.44,-127.00,-12.75,nan,nan,nan,1102,106,0.80,-1.20,11.68,-0.22,0.64,-0.29,28.10,35.32,-5.76,
5082000,16,17,29,3256.5454,11151.4492,6088.60,148.04,38.40,-127.00,-12.56,nan,nan,nan,1134,111,1.26,-0.81,11.65,-0.10,0.40,-0.38,6.33,-16.01,-18.79,
5085000,16,17,31,3256.5285,11151.4355,6070.80,147.31,38.08,-127.00,-12.38,nan,nan,nan,1181,118,1.39,-1.91,15.85,-0.14,0.49,-0.35,-57.86,13.23,-6.20,
5088000,16,17,33,3256.5107,11151.4228,6054.70,145.47,37.15,-127.00,-12.19,nan,nan,nan,1134,111,1.17,-2.82,19.60,-0.02,0.31,-0.36,-18.02,13.87,-10.64,
5091000,16,17,35,3256.4931,11151.4062,6038.60,142.11,38.57,-127.00,-12.06,nan,nan,nan,1212,123,0.75,-0.54,7.17,0.26,0.25,-0.29,-10.05,-13.33,-21.30,
5094000,16,17,37,3256.4750,11151.3906,6022.40,144.58,39.55,-127.00,-12.00,nan,nan,nan,1238,127,1.27,-1.20,12.86,0.36,0.46,-0.28,-8.59,19.08,-15.01,
5097000,16,17,39,3256.4567,11151.3759,6003.90,147.89,40.52,-127.00,-11.88,nan,nan,nan,1198,121,0.85,-1.32,11.87,0.18,0.65,-0.33,4.53,46.66,-18.08,
5100000,16,17,41,3256.4396,11151.3613,5986.90,144.62,37.63,-127.00,-11.81,nan,nan,nan,791,59,0.89,-0.67,8.92,0.05,0.59,-0.38,-24.88,16.62,-14.41,
5103000,16,17,43,3256.4226,11151.3466,5971.70,143.71,37.12,-127.00,-11.69,nan,nan,nan,918,78,0.90,-0.82,9.03,-0.07,0.78,-0.26,23.29,16.36,-15.02,
5106000,16,17,45,3256.4040,11151.3339,5956.20,149.82,37.70,-127.00,-11.56,nan,nan,nan,1071,102,0.71,-0.78,7.71,-0.25,0.50,-0.31,50.18,-27.86,-20.35,
5109000,16,17,47,3256.3852,11151.3193,5936.30,148.90,40.09,-127.00,-11.44,nan,nan,nan,1102,106,1.30,-0.29,8.55,-0.06,0.51,-0.39,-0.11,-6.40,0.89,
5112000,16,17,49,3256.3662,11151.3066,5919.80,150.59,40.89,-127.00,-11.31,nan,nan,nan,1198,121,0.95,-0.65,5.27,-0.13,0.65,-0.32,23.84,-26.35,-4.26,
5115000,16,17,51,3256.3466,11151.2929,5903.90,147.47,40.07,-127.00,-11.19,nan,nan,nan,1107,107,0.76,-0.63,9.84,-0.23,0.60,-0.31,-37.53,-25.50,2.36,
5118000,16,17,53,3256.3276,11151.2792,5886.20,146.70,39.81,-127.00,-11.06,nan,nan,nan,1198,121,1.13,-0.72,9.93,-0.06,0.36,-0.37,-36.33,-7.74,-17.76,
5121000,16,17,55,3256.3085,11151.2636,5865.70,145.49,42.78,-127.00,-10.94,nan,nan,nan,1207,122,0.76,-0.66,8.80,-0.09,0.37,-0.37,2.41,36.69,-14.46,
5124000,16,17,57,3256.2895,11151.2490,5847.40,145.94,40.75,-127.00,-10.75,nan,nan,nan,1543,201,1.20,-0.83,4.52,0.34,0.28,-0.28,-17.02,-53.81,-38.64,
5127000,16,17,59,3256.2702,11151.2343,5827.80,149.72,38.85,-127.00,-10.63,nan,nan,nan,1500,172,0.71,-0.49,8.54,0.19,0.50,-0.38,77.14,24.51,-39.56,
5130000,16,18,1,3256.2517,11151.2197,5805.60,145.83,42.84,-127.00,-10.56,nan,nan,nan,1474,163,1.15,-1.11,10.20,0.13,0.78,-0.26,-30.26,38.68,-35.10,
5133000,16,18,3,3256.2319,11151.2060,5783.30,149.12,39.04,-127.00,-10.50,nan,nan,nan,990,89,1.16,-1.53,15.19,-0.23,0.50,-0.31,-1.10,-15.45,-32.86,
5136000,16,18,5,3256.2128,11151.1914,5760.90,149.46,41.46,-127.00,-10.38,nan,nan,nan,1047,98,1.16,-0.26,8.85,-0.01,0.24,-0.35,6.17,43.35,-37.28,
5139000,16,18,7,3256.1948,11151.1777,5740.50,145.93,38.97,-127.00,-10.25,nan,nan,nan,1559,212,0.65,-0.75,8.97,0.15,0.28,-0.35,-18.33,-11.63,-25.68,
5142000,16,18,9,3256.1782,11151.1640,5723.50,144.08,36.99,-127.00,-10.06,nan,nan,nan,927,80,0.51,-1.50,7.35,0.23,0.74,-0.25,20.90,31.11,-50.24,
5145000,16,18,11,3256.1613,11151.1523,5706.60,154.54,35.86,-127.00,-10.06,nan,nan,nan,1047,98,1.64,-1.32,12.87,-0.01,0.59,-0.38,-27.56,-19.24,-50.18,
5148000,16,18,13,3256.1464,11151.1406,5679.60,144.12,32.56,-127.00,-10.00,nan,nan,nan,1140,112,0.73,-0.75,9.73,-0.10,0.21,-0.31,-0.17,-12.15,-57.30,
5151000,16,18,15,3256.1298,11151.1279,5657.40,146.78,37.03,-127.00,-9.88,nan,nan,nan,995,90,0.96,-1.08,9.79,0.27,0.73,-0.24,-9.92,-2.57,-68.29,
5154000,16,18,17,3256.1127,11151.1142,5639.10,147.93,34.28,-127.00,-9.75,nan,nan,nan,1302,137,1.22,-1.34,11.92,-0.06,0.57,-0.38,-15.56,50.51,-73.32,
5157000,16,18,19,3256.0976,11151.1015,5617.10,141.46,33.50,-127.00,-9.69,nan,nan,nan,1095,105,1.30,-0.87,14.06,0.34,0.31,-0.28,-60.25,-27.19,-46.52,
5160000,16,18,21,3256.0822,11151.0888,5594.20,147.00,32.50,-127.00,-9.56,nan,nan,nan,1345,143,0.47,-0.94,9.10,0.05,0.73,-0.31,-7.21,16.60,-41.06,
5163000,16,18,23,3256.0668,11151.0761,5573.70,145.14,34.05,-127.00,-9.44,nan,nan,nan,1364,146,1.12,-0.98,11.92,-0.13,0.47,-0.38,3.14,30.30,-44.48,
5166000,16,18,25,3256.0517,11151.0625,5555.70,142.33,35.56,-127.00,-9.31,nan,nan,nan,1313,139,1.14,-0.85,12.99,0.05,0.17,-0.33,6.38,-13.42,-44.24,
5169000,16,18,27,3256.0368,11151.0507,5536.90,143.45,29.89,-127.00,-9.19,nan,nan,nan,1610,254,1.02,-1.10,13.48,0.24,0.55,-0.35,31.26,49.62,-38.68,
5172000,16,18,29,3256.0222,11151.0371,5515.40,147.24,34.55,-127.00,-9.13,nan,nan,nan,1060,100,1.37,-1.45,11.78,0.02,0.74,-0.31,-14.40,3.12,-60.36,
5175000,16,18,31,3256.0073,11151.0263,5492.20,140.93,31.89,-127.00,-9.00,nan,nan,nan,1140,112,1.81,-0.95,16.29,-0.08,0.19,-0.31,7.28,-12.75,-47.43,
5178000,16,18,33,3255.9934,11151.0136,5470.70,146.02,30.16,-127.00,-8.88,nan,nan,nan,1551,207,2.53,-1.72,19.60,0.17,0.31,-0.37,-5.01,46.16,10.00,
5181000,16,18,35,3255.9804,11151.0009,5448.80,136.73,32.15,-127.00,-8.75,nan,nan,nan,1551,207,0.52,-0.53,7.14,0.13,0.21,-0.32,20.45,-55.67,-9.89,
5184000,16,18,37,3255.9677,11150.9882,5427.50,139.13,31.04,-127.00,-8.69,nan,nan,nan,1500,172,1.41,-1.07,10.29,0.36,0.28,-0.26,-32.53,23.69,-0.99,
5187000,16,18,39,3255.9533,11150.9746,5405.30,144.31,31.17,-127.00,-8.63,nan,nan,nan,1436,157,1.04,-1.26,13.98,0.17,0.34,-0.40,58.52,-2.30,-17.18,
5190000,16,18,41,3255.9411,11150.9619,5382.80,135.84,31.42,-127.00,-8.56,nan,nan,nan,733,50,1.27,-1.36,12.12,0.34,0.63,-0.23,-32.72,33.14,-33.24,
5193000,16,18,43,3255.9274,11150.9492,5359.80,147.36,30.53,-127.00,-8.50,nan,nan,nan,798,60,1.48,-1.01,13.87,0.03,0.64,-0.37,23.26,0.55,-24.24,
5196000,16,18,45,3255.9143,11150.9365,5336.90,139.22,33.39,-127.00,-8.44,nan,nan,nan,1017,93,1.39,-1.17,12.57,-0.08,0.64,-0.35,-23.83,10.89,-34.97,
5199000,16,18,47,3255.9006,11150.9218,5317.20,135.40,32.08,-127.00,-8.25,nan,nan,nan,1567,220,1.19,-0.52,10.04,-0.05,0.23,-0.34,-5.68,-13.55,-40.51,
5202000,16,18,49,3255.8869,11150.9082,5297.00,145.63,31.30,-127.00,-8.13,nan,nan,nan,1543,201,0.78,-0.77,9.45,0.19,0.39,-0.38,3.23,34.89,-16.47,
5205000,16,18,51,3255.8732,11150.8945,5274.90,138.15,34.06,-127.00,-8.00,nan,nan,nan,1509,178,0.66,-0.32,7.67,0.23,0.27,-0.33,20.51,-27.27,-15.27,
5208000,16,18,53,3255.8593,11150.8808,5256.00,139.73,32.91,-127.00,-7.88,nan,nan,nan,1436,157,1.30,-1.07,9.38,0.42,0.45,-0.24,-45.82,-1.23,12.54,
5211000,16,18,55,3255.8439,11150.8671,5235.40,145.00,34.56,-127.00,-7.81,nan,nan,nan,1420,155,0.93,-1.23,12.18,0.21,0.45,-0.38,2.71,22.37,8.75,
5214000,16,18,57,3255.8293,11150.8525,5215.00,141.49,35.54,-127.00,-7.69,nan,nan,nan,851,68,1.85,-0.81,14.06,0.32,0.33,-0.31,-52.64,5.80,22.50,
5217000,16,18,59,3255.8144,11150.8388,5194.30,138.39,31.48,-127.00,-7.69,nan,nan,nan,1007,92,1.05,-1.26,16.29,0.29,0.42,-0.33,-15.15,32.72,-10.24,
5220000,16,19,1,3255.7998,11150.8251,5171.60,146.35,36.65,-127.00,-7.56,nan,nan,nan,1606,249,1.43,-0.55,8.94,0.23,0.63,-0.32,-27.55,-26.09,-44.40,
5223000,16,19,3,3255.7841,11150.8105,5149.80,135.12,35.64,-127.00,-7.56,nan,nan,nan,1077,103,0.88,-1.28,10.94,-0.18,0.65,-0.30,-1.98,15.99,-14.84,
5226000,16,19,5,3255.7697,11150.7949,5127.40,141.26,32.44,-127.00,-7.38,nan,nan,nan,1153,114,1.79,-1.66,17.59,-0.13,0.52,-0.36,3.76,-35.88,-4.27,
5229000,16,19,7,3255.7543,11150.7802,5106.00,142.24,38.52,-127.00,-7.31,nan,nan,nan,1645,286,0.47,-0.62,8.49,-0.19,0.53,-0.35,25.29,45.93,-18.19,
5232000,16,19,9,3255.7382,11150.7646,5086.60,136.43,37.00,-127.00,-6.94,nan,nan,nan,1560,214,1.13,-0.38,9.46,-0.07,0.18,-0.31,6.69,-30.69,-25.93,
5235000,16,19,11,3255.7224,11150.7480,5064.90,143.70,37.13,-127.00,-6.75,nan,nan,nan,1538,198,0.90,-1.19,17.10,0.08,0.32,-0.38,9.07,4.31,-16.90,
5238000,16,19,13,3255.7060,11150.7314,5044.00,139.81,40.65,-127.00,-6.63,nan,nan,nan,1495,166,1.26,-0.67,9.14,0.32,0.32,-0.29,-12.44,-14.51,-33.26,
5241000,16,19,15,3255.6901,11150.7158,5023.90,140.17,36.36,-127.00,-6.50,nan,nan,nan,1505,175,0.76,-1.65,17.08,0.05,0.73,-0.30,35.92,27.25,-29.78,
5244000,16,19,17,3255.6745,11150.7001,5003.80,144.34,36.65,-127.00,-6.44,nan,nan,nan,1509,178,1.22,-0.43,10.65,0.02,0.63,-0.37,3.44,-19.67,-43.21,
5247000,16,19,19,3255.6582,11150.6855,4983.60,141.22,39.15,-127.00,-6.44,nan,nan,nan,951,83,1.32,-1.56,16.12,-0.05,0.29,-0.36,-14.18,42.04,-54.36,
5250000,16,19,21,3255.6416,11150.6689,4967.60,137.93,38.71,-127.00,-6.25,nan,nan,nan,1083,104,1.11,-0.72,9.03,0.35,0.43,-0.29,-3.51,-33.78,-67.12,
5253000,16,19,23,3255.6259,11150.6533,4952.50,139.40,36.12,-127.00,-6.13,nan,nan,nan,1171,117,0.69,-0.73,10.43,-0.14,0.61,-0.35,0.03,-17.88,-47.56,
5256000,16,19,25,3255.6101,11150.6376,4936.40,143.57,37.61,-127.00,-6.00,nan,nan,nan,1288,135,1.19,-1.08,12.26,-0.12,0.47,-0.38,-3.78,53.35,-39.55,
5259000,16,19,27,3255.5942,11150.6230,4915.00,137.29,35.79,-127.00,-5.81,nan,nan,nan,1380,149,1.42,-0.81,12.63,0.11,0.16,-0.32,26.12,-11.79,-33.74,
5262000,16,19,29,3255.5783,11150.6074,4894.60,141.45,35.72,-127.00,-5.69,nan,nan,nan,1678,318,1.05,-1.06,14.23,0.34,0.39,-0.30,-43.39,58.41,-16.77,
5265000,16,19,31,3255.5625,11150.5908,4876.30,140.37,36.89,-127.00,-5.69,nan,nan,nan,1610,254,1.44,-0.77,13.39,0.29,0.48,-0.34,18.37,-24.21,-22.47,
5268000,16,19,33,3255.5476,11150.5751,4859.30,133.51,36.63,-127.00,-5.56,nan,nan,nan,1585,232,1.23,-0.58,6.73,0.27,0.69,-0.26,-27.12,45.95,5.31,
5271000,16,19,35,3255.5327,11150.5566,4841.50,135.22,36.69,-127.00,-5.31,nan,nan,nan,1077,103,1.12,-0.74,9.18,0.04,0.73,-0.32,17.65,-10.85,-8.91,
5274000,16,19,37,3255.5173,11150.5380,4824.00,136.14,38.33,-127.00,-5.19,nan,nan,nan,1242,128,0.97,-1.78,19.60,0.01,0.67,-0.36,-20.31,-46.04,-9.98,
5277000,16,19,39,3255.5021,11150.5205,4808.10,136.23,36.86,-127.00,-5.00,nan,nan,nan,1678,318,1.37,-1.27,14.20,0.13,0.69,-0.33,-14.01,-35.16,-1.15,
5280000,16,19,41,3255.4877,11150.5048,4791.30,135.33,35.08,-127.00,-4.88,nan,nan,nan,1349,144,0.80,-1.57,16.41,-0.16,0.71,-0.30,-33.04,52.17,15.26,
5283000,16,19,43,3255.4731,11150.4882,4772.80,138.67,35.00,-127.00,-4.69,nan,nan,nan,1380,149,0.89,-0.58,8.96,-0.12,0.64,-0.33,-10.68,4.82,-2.96,
5286000,16,19,45,3255.4594,11150.4726,4754.00,133.24,34.31,-127.00,-4.56,nan,nan,nan,1505,175,1.07,-0.98,8.66,-0.05,0.65,-0.36,-5.86,31.11,-16.54,
5289000,16,19,47,3255.4462,11150.4550,4738.90,129.85,34.11,-127.00,-4.38,nan,nan,nan,1543,201,1.20,-0.27,11.89,-0.23,0.36,-0.31,16.98,-17.46,-18.74,
5292000,16,19,49,3255.4321,11150.4375,4719.30,138.95,34.23,-127.00,-4.25,nan,nan,nan,1663,301,1.15,-1.29,11.86,-0.06,0.50,-0.40,-10.11,42.14,-5.77,
5295000,16,19,51,3255.4194,11150.4218,4696.80,129.83,32.69,-127.00,-4.06,nan,nan,nan,1364,146,0.85,-0.09,11.06,-0.24,0.23,-0.24,38.12,-13.95,-2.12,
5298000,16,19,53,3255.4062,11150.4062,4674.20,134.50,30.80,-127.00,-3.88,nan,nan,nan,1533,194,0.85,-0.41,6.80,-0.10,0.32,-0.38,-11.87,-16.89,9.78,
5301000,16,19,55,3255.3947,11150.3896,4650.90,132.72,31.11,-127.00,-3.75,nan,nan,nan,1806,457,1.54,-2.38,19.60,-0.12,0.43,-0.38,9.31,-4.68,13.82,
5304000,16,19,57,3255.3828,11150.3730,4632.70,126.19,33.48,-127.00,-3.56,nan,nan,nan,1700,338,0.60,-0.63,7.57,-0.14,0.57,-0.37,-22.70,33.13,31.07,
5307000,16,19,59,3255.3718,11150.3554,4616.40,126.79,33.66,-127.00,-3.44,nan,nan,nan,1400,152,1.27,-0.53,10.79,-0.12,0.60,-0.36,9.59,-19.87,5.81,
5310000,16,20,1,3255.3596,11150.3388,4597.70,136.76,34.06,-127.00,-3.25,nan,nan,nan,1528,191,1.75,-1.20,11.08,0.09,0.70,-0.32,-25.02,21.08,10.96,
5313000,16,20,3,3255.3469,11150.3232,4575.00,126.65,32.63,-127.00,-3.13,nan,nan,nan,1555,209,0.54,-1.22,10.26,-0.17,0.76,-0.25,56.10,20.51,26.53,
5316000,16,20,5,3255.3349,11150.3076,4552.70,135.99,30.31,-127.00,-3.00,nan,nan,nan,1559,212,2.05,-0.32,14.85,0.10,0.53,-0.40,-1.72,-43.09,-3.03,
5319000,16,20,7,3255.3234,11150.2919,4529.10,133.80,34.04,-127.00,-2.88,nan,nan,nan,1579,228,1.43,-0.96,7.77,0.07,0.79,-0.28,-7.79,39.82,7.53,
5322000,16,20,9,3255.3103,11150.2763,4506.50,130.99,34.03,-127.00,-2.75,nan,nan,nan,1590,236,0.70,-0.87,9.94,0.01,0.81,-0.25,32.10,45.51,29.83,
5325000,16,20,11,3255.2973,11150.2587,4481.60,136.38,33.60,-127.00,-2.63,nan,nan,nan,1585,232,1.75,-0.46,13.22,0.24,0.49,-0.35,15.18,-57.55,12.85,
5328000,16,20,13,3255.2854,11150.2441,4460.40,129.73,33.49,-127.00,-2.44,nan,nan,nan,1608,254,0.97,-0.59,8.42,0.34,0.52,-0.30,-25.22,10.17,4.41,
5331000,16,20,15,3255.2727,11150.2275,4439.20,134.73,31.04,-127.00,-2.31,nan,nan,nan,1620,264,1.07,-1.24,12.33,0.24,0.77,-0.23,8.30,24.12,-5.20,
5334000,16,20,17,3255.2602,11150.2119,4419.60,133.22,33.18,-127.00,-2.13,nan,nan,nan,1844,507,0.31,-0.26,8.89,0.07,0.51,-0.40,-24.97,7.77,5.30,
5337000,16,20,19,3255.2482,11150.1962,4402.00,134.15,33.27,-127.00,-2.00,nan,nan,nan,1756,396,0.85,-0.85,9.04,0.10,0.81,-0.25,-18.46,47.25,-1.07,
5340000,16,20,21,3255.2341,11150.1816,4379.30,138.43,33.70,-127.00,-1.81,nan,nan,nan,1542,200,0.85,-0.63,9.62,-0.11,0.74,-0.29,6.07,-32.94,-7.21,
5343000,16,20,23,3255.2211,11150.1660,4357.10,134.42,33.88,-127.00,-1.69,nan,nan,nan,1585,232,0.69,-0.60,9.14,-0.10,0.61,-0.36,-10.61,-52.22,-10.23,
5346000,16,20,25,3255.2084,11150.1494,4339.70,131.73,33.92,-127.00,-1.56,nan,nan,nan,1604,249,1.52,-0.76,14.36,-0.02,0.70,-0.34,-117.82,6.75,22.10,
5349000,16,20,27,3255.1962,11150.1347,4321.40,133.22,33.59,-127.00,-1.37,nan,nan,nan,1767,411,0.66,-1.07,10.35,-0.28,0.63,-0.26,26.85,-9.93,-6.65,
5352000,16,20,29,3255.1831,11150.1201,4304.10,136.04,33.61,-127.00,-1.25,nan,nan,nan,1720,357,0.75,-0.51,6.09,-0.12,0.36,-0.36,-8.25,-30.23,-28.88,
5355000,16,20,31,3255.1708,11150.1044,4285.80,132.68,33.55,-127.00,-1.06,nan,nan,nan,1700,338,1.73,-1.73,19.60,-0.06,0.37,-0.39,-45.98,31.64,2.61,
5358000,16,20,33,3255.1594,11150.0888,4268.90,129.64,33.14,-127.00,-0.94,nan,nan,nan,1689,327,0.77,0.02,7.33,0.03,0.12,-0.28,3.73,-6.86,-14.18,
5361000,16,20,35,3255.1481,11150.0742,4250.60,132.65,29.40,-127.00,-0.81,nan,nan,nan,1520,185,0.69,-1.51,14.54,0.03,0.46,-0.40,21.72,26.59,10.40,
5364000,16,20,37,3255.1379,11150.0576,4228.60,129.84,30.52,-127.00,-0.75,nan,nan,nan,1594,241,1.06,-0.92,11.70,0.12,0.19,-0.32,24.36,27.55,1.82,
5367000,16,20,39,3255.1269,11150.0439,4205.80,129.21,27.56,-127.00,-0.69,nan,nan,nan,1594,241,0.81,-0.45,8.21,0.10,0.23,-0.34,25.17,-9.03,-8.90,
5370000,16,20,41,3255.1181,11150.0302,4189.50,129.39,25.75,-127.00,-0.69,nan,nan,nan,1547,204,1.12,-0.93,10.41,0.31,0.34,-0.32,-43.30,5.22,-20.20,
5373000,16,20,43,3255.1074,11150.0175,4170.40,141.54,29.26,-127.00,-0.63,nan,nan,nan,1599,245,1.62,-0.39,10.24,0.27,0.52,-0.34,26.50,-20.60,-51.98,
5376000,16,20,45,3255.0959,11150.0048,4150.00,130.37,30.02,-127.00,-0.63,nan,nan,nan,1624,267,0.50,-0.45,9.97,-0.19,0.70,-0.28,-25.93,29.84,-42.22,
5379000,16,20,47,3255.0837,11149.9912,4129.20,139.14,29.98,-127.00,-0.50,nan,nan,nan,1640,281,0.99,-1.60,9.04,0.13,0.39,-0.39,-45.92,0.11,-49.81,
5382000,16,20,49,3255.0715,11149.9785,4110.40,142.87,30.09,-127.00,-0.37,nan,nan,nan,1820,476,2.19,-0.24,13.98,0.28,0.13,-0.23,-33.15,-78.71,31.32,
5385000,16,20,51,3255.0590,11149.9687,4087.00,138.66,21.38,-127.00,-0.31,nan,nan,nan,1792,441,2.18,-1.76,14.72,0.17,0.35,-0.39,-47.56,-5.98,68.99,
5388000,16,20,53,3255.0473,11149.9580,4062.20,151.58,30.27,-127.00,-0.25,nan,nan,nan,1741,381,1.31,-0.77,13.18,-0.02,0.62,-0.37,-26.92,9.50,66.39,
5391000,16,20,55,3255.0349,11149.9482,4038.90,140.66,27.83,-127.00,-0.19,nan,nan,nan,1551,207,1.46,-1.10,9.17,0.30,0.69,-0.25,-72.53,-0.03,50.74,
5394000,16,20,57,3255.0231,11149.9375,4019.30,141.83,24.85,-127.00,-0.12,nan,nan,nan,1601,246,0.46,-1.11,10.65,0.26,0.58,-0.32,-9.39,29.87,45.94,
5397000,16,20,59,3255.0112,11149.9257,3998.00,143.94,30.22,-127.00,0.00,nan,nan,nan,1632,274,0.51,-0.53,7.37,0.14,0.33,-0.38,25.73,-25.03,13.01,
5400000,16,21,1,3254.9980,11149.9150,3978.40,145.76,29.14,-127.00,0.06,nan,nan,nan,1654,293,0.96,-0.30,9.66,0.15,0.13,-0.28,29.78,-33.99,-9.38,
5403000,16,21,3,3254.9848,11149.9052,3961.60,142.93,27.37,-127.00,0.12,nan,nan,nan,1822,477,1.31,-0.26,6.25,0.32,0.22,-0.26,-39.52,-1.72,20.74,
5406000,16,21,5,3254.9726,11149.8935,3942.70,146.08,28.32,-127.00,0.19,nan,nan,nan,1788,436,0.61,-0.82,9.20,0.03,0.39,-0.41,31.53,53.04,14.17,
5409000,16,21,7,3254.9606,11149.8837,3923.40,143.00,28.50,-127.00,0.25,nan,nan,nan,1759,402,1.06,-1.21,14.35,0.14,0.19,-0.32,22.29,-12.02,-11.59,
5412000,16,21,9,3254.9477,11149.8730,3903.40,143.06,26.32,-127.00,0.25,nan,nan,nan,1752,392,0.56,-0.68,7.99,0.33,0.39,-0.30,-3.82,43.09,-32.87,
5415000,16,21,11,3254.9348,11149.8632,3884.80,149.79,29.15,-127.00,0.31,nan,nan,nan,1747,387,1.02,-0.56,8.46,0.23,0.55,-0.35,45.10,-47.74,-34.90,
5418000,16,21,13,3254.9228,11149.8525,3863.20,136.77,27.66,-127.00,0.37,nan,nan,nan,1747,387,1.48,-1.10,13.59,0.18,0.77,-0.25,-7.17,28.52,-16.46,
5421000,16,21,15,3254.9108,11149.8417,3842.10,145.45,25.96,-127.00,0.50,nan,nan,nan,1564,218,0.95,-0.92,12.37,-0.10,0.67,-0.34,79.49,-17.20,-18.18,
5424000,16,21,17,3254.8984,11149.8300,3822.10,144.90,25.98,-127.00,0.56,nan,nan,nan,1621,265,2.29,-2.75,19.60,-0.06,0.63,-0.36,-30.09,23.91,-19.11,
5427000,16,21,19,3254.8867,11149.8193,3802.70,137.63,28.56,-127.00,0.69,nan,nan,nan,1664,302,0.61,-0.35,8.61,-0.20,0.25,-0.30,24.53,-21.46,-36.71,
5430000,16,21,21,3254.8745,11149.8095,3782.00,147.21,23.77,-127.00,0.88,nan,nan,nan,1708,347,1.26,-1.08,7.98,0.16,0.38,-0.38,-32.57,24.52,1.05,
5433000,16,21,23,3254.8632,11149.7988,3760.70,143.18,27.04,-127.00,1.00,nan,nan,nan,1708,347,0.30,-0.73,10.25,-0.28,0.31,-0.26,21.06,0.91,39.45,
5436000,16,21,25,3254.8510,11149.7890,3740.40,136.27,26.21,-127.00,1.12,nan,nan,nan,1676,314,2.20,0.55,10.59,-0.02,0.31,-0.37,-37.04,-23.43,48.55,
5439000,16,21,27,3254.8381,11149.7763,3715.90,151.27,31.56,-127.00,1.31,nan,nan,nan,1715,354,0.94,-1.46,7.86,-0.10,0.78,-0.24,-28.83,30.44,33.18,
5442000,16,21,29,3254.8254,11149.7675,3689.10,139.66,26.03,-127.00,1.44,nan,nan,nan,1715,354,0.26,-1.09,8.15,-0.05,0.82,-0.22,12.64,32.49,64.93,
5445000,16,21,31,3254.8127,11149.7548,3665.40,146.76,28.82,-127.00,1.56,nan,nan,nan,1696,335,0.68,-1.43,14.36,0.03,0.33,-0.38,47.96,17.60,82.48,
5448000,16,21,33,3254.8010,11149.7451,3640.80,137.28,28.58,-127.00,1.69,nan,nan,nan,1964,685,0.63,-0.56,10.53,-0.27,0.63,-0.26,31.57,11.09,80.23,
5451000,16,21,35,3254.7878,11149.7324,3619.50,140.16,28.61,-127.00,1.81,nan,nan,nan,1686,324,0.69,-0.92,9.05,0.24,0.71,-0.25,34.26,31.02,49.97,
5454000,16,21,37,3254.7746,11149.7207,3600.10,144.15,30.21,-127.00,1.88,nan,nan,nan,1660,298,0.46,-0.86,9.75,0.08,0.42,-0.39,41.09,28.66,54.86,
5457000,16,21,39,3254.7619,11149.7080,3582.10,141.54,30.40,-127.00,2.00,nan,nan,nan,1708,347,0.47,-1.08,9.45,-0.25,0.38,-0.29,26.70,12.98,46.82,
5460000,16,21,41,3254.7482,11149.6972,3562.50,143.93,28.23,-127.00,2.13,nan,nan,nan,1986,723,0.73,-0.56,8.88,-0.17,0.59,-0.33,23.45,-41.91,22.35,
5463000,16,21,43,3254.7346,11149.6855,3543.30,148.72,28.89,-127.00,2.25,nan,nan,nan,1664,302,0.98,-0.34,10.42,0.05,0.62,-0.37,-27.77,-32.97,25.12,
5466000,16,21,45,3254.7199,11149.6738,3525.80,145.75,32.23,-127.00,2.38,nan,nan,nan,1704,342,1.11,-0.91,8.89,0.29,0.62,-0.28,-17.88,14.94,30.07,
5469000,16,21,47,3254.7050,11149.6630,3507.10,145.22,29.98,-127.00,2.50,nan,nan,nan,1724,361,1.14,-1.54,18.09,0.28,0.61,-0.29,-1.05,63.13,37.28,
5472000,16,21,49,3254.6896,11149.6513,3488.30,151.00,31.96,-127.00,2.69,nan,nan,nan,1736,374,0.89,-1.41,16.61,0.15,0.32,-0.39,39.36,-31.79,20.90,
5475000,16,21,51,3254.6750,11149.6406,3466.80,141.28,31.95,-127.00,2.81,nan,nan,nan,1664,303,0.48,-0.37,7.97,0.07,0.13,-0.27,-2.20,-35.70,19.68,
5478000,16,21,53,3254.6601,11149.6279,3447.30,146.52,31.64,-127.00,2.88,nan,nan,nan,1919,614,1.70,-1.52,15.48,0.11,0.27,-0.35,-92.21,-23.00,27.56,
